word,normalized,familiarity,sense_key,sense_definition,category_key,relation_type,status,semantic_status,gameplay_difficulty,fit,obviousness,risk_flags,reason
loop,loop,0.613,,,knitting_words,found_in,alternative,unreviewed,0.33,0.97,0.65,,Loop is used in knitting or crochet
marker,marker,0.553,,,knitting_words,found_in,alternative,unreviewed,0.347,0.97,0.65,,Marker is used in knitting or crochet
needle,needle,0.569,needle_sewing,A thin pointed tool with an eye for thread,knitting_words,found_in,alternative,unreviewed,0.342,0.97,0.65,,Needle is used in knitting or crochet
pattern,pattern,0.651,,,knitting_words,found_in,alternative,unreviewed,0.319,0.97,0.65,,Pattern is used in knitting or crochet
purl,purl,0.32,,,knitting_words,found_in,alternative,unreviewed,0.414,0.97,0.65,"[""obscure""]",Purl is used in knitting or crochet
row,row,0.657,,,knitting_words,found_in,alternative,unreviewed,0.317,0.97,0.65,,Row is used in knitting or crochet
stitch,stitch,0.52,,,knitting_words,found_in,alternative,unreviewed,0.356,0.97,0.65,,Stitch is used in knitting or crochet
yarn,yarn,0.514,,,knitting_words,found_in,alternative,unreviewed,0.358,0.97,0.65,,Yarn is used in knitting or crochet
hook,hook,0.624,hook_crochet,A hooked needle used for crochet,knitting_words,found_in,hard_only,unreviewed,0.327,0.97,0.25,,Hook is used in knitting or crochet
skein,skein,0.334,,,knitting_words,found_in,hard_only,unreviewed,0.41,0.97,0.65,"[""obscure""]",Skein is used in knitting or crochet
ball,ball,0.72,ball_sphere,A round object used in games,magic_tricks,used_in,alternative,unreviewed,0.296,0.97,0.68,,Ball is a prop used in magic tricks
coin,coin,0.599,,,magic_tricks,used_in,alternative,unreviewed,0.325,0.97,0.68,,Coin is a prop used in magic tricks
dove,dove,0.524,,,magic_tricks,used_in,alternative,unreviewed,0.346,0.97,0.68,,Dove is a prop used in magic tricks
handcuff,handcuff,0.374,,,magic_tricks,used_in,alternative,unreviewed,0.389,0.97,0.68,,Handcuff is a prop used in magic tricks
hat,hat,0.647,,,magic_tricks,used_in,alternative,unreviewed,0.311,0.97,0.68,,Hat is a prop used in magic tricks
mirror,mirror,0.639,,,magic_tricks,used_in,alternative,unreviewed,0.313,0.97,0.68,,Mirror is a prop used in magic tricks
ring,ring,0.687,ring_circle,A circular band or ring shaped object,magic_tricks,used_in,alternative,unreviewed,0.3,0.97,0.68,,Ring is a prop used in magic tricks
rope,rope,0.58,,,magic_tricks,used_in,alternative,unreviewed,0.33,0.97,0.68,,Rope is a prop used in magic tricks
scarf,scarf,0.526,,,magic_tricks,used_in,alternative,unreviewed,0.346,0.97,0.68,,Scarf is a prop used in magic tricks
thumb tip,thumb tip,0.557,,,magic_tricks,used_in,alternative,unreviewed,0.337,0.97,0.68,"[""multiword""]",Thumb tip is a prop used in magic tricks
wand,wand,0.496,,,magic_tricks,used_in,alternative,unreviewed,0.354,0.97,0.68,,Wand is a prop used in magic tricks
box,box,0.72,,,magic_tricks,used_in,approved,unreviewed,0.296,0.97,0.68,,Box is a prop used in magic tricks
cup,cup,0.73,,,magic_tricks,used_in,approved,unreviewed,0.296,0.97,0.68,,Cup is a prop used in magic tricks
card,card,0.72,card_playing,One of the printed cards used in games,magic_tricks,used_in,hard_only,unreviewed,0.296,0.97,0.68,,Card is a prop used in magic tricks
brush,brush,0.604,,,model_building,used_in,alternative,unreviewed,0.323,0.97,0.68,,Brush is used to build scale models
clamp,clamp,0.493,,,model_building,used_in,alternative,unreviewed,0.355,0.97,0.68,,Clamp is used to build scale models
decal,decal,0.43,,,model_building,used_in,alternative,unreviewed,0.373,0.97,0.68,,Decal is used to build scale models
glue,glue,0.543,,,model_building,used_in,alternative,unreviewed,0.341,0.97,0.68,,Glue is used to build scale models
instructions,instructions,0.624,,,model_building,used_in,alternative,unreviewed,0.318,0.97,0.68,,Instructions is used to build scale models
kit,kit,0.631,,,model_building,used_in,alternative,unreviewed,0.316,0.97,0.68,,Kit is used to build scale models
knife,knife,0.63,,,model_building,used_in,alternative,unreviewed,0.316,0.97,0.68,,Knife is used to build scale models
paint,paint,0.646,,,model_building,used_in,alternative,unreviewed,0.311,0.97,0.68,,Paint is used to build scale models
plastic,plastic,0.644,,,model_building,used_in,alternative,unreviewed,0.312,0.97,0.68,,Plastic is used to build scale models
putty,putty,0.413,,,model_building,used_in,alternative,unreviewed,0.378,0.97,0.68,,Putty is used to build scale models
sandpaper,sandpaper,0.39,,,model_building,used_in,alternative,unreviewed,0.385,0.97,0.68,,Sandpaper is used to build scale models
tweezers,tweezers,0.396,,,model_building,used_in,alternative,unreviewed,0.383,0.97,0.68,,Tweezers is used to build scale models
base,base,0.721,,,model_building,used_in,approved,unreviewed,0.296,0.97,0.68,,Base is used to build scale models
scale,scale,0.69,scale_ratio,The ratio between a map or a model and real size,model_building,used_in,hard_only,unreviewed,0.299,0.97,0.68,,Scale is used to build scale models
bench,bench,0.627,bench_seat,A long seat for several people,music_practice,used_in,alternative,unreviewed,0.271,0.97,0.75,,Bench is used when practicing an instrument
bow,bow,0.614,bow_music,A stick strung with hair used to play a violin,music_practice,used_in,alternative,unreviewed,0.275,0.97,0.5,,Bow is used when practicing an instrument
amplifier,amplifier,0.493,,,music_practice,used_in,approved,unreviewed,0.309,0.97,0.75,,Amplifier is used when practicing an instrument
capo,capo,0.39,,,music_practice,used_in,approved,unreviewed,0.339,0.97,0.75,,Capo is used when practicing an instrument
metronome,metronome,0.374,,,music_practice,used_in,approved,unreviewed,0.343,0.97,0.75,,Metronome is used when practicing an instrument
mute,mute,0.523,,,music_practice,used_in,approved,unreviewed,0.301,0.97,0.75,,Mute is used when practicing an instrument
pick,pick,0.726,,,music_practice,used_in,approved,unreviewed,0.25,0.97,0.75,,Pick is used when practicing an instrument
reed,reed,0.581,,,music_practice,used_in,approved,unreviewed,0.284,0.97,0.75,,Reed is used when practicing an instrument
rosin,rosin,0.361,,,music_practice,used_in,approved,unreviewed,0.347,0.97,0.75,,Rosin is used when practicing an instrument
sheet music,sheet music,0.624,,,music_practice,used_in,approved,unreviewed,0.272,0.97,0.75,"[""multiword""]",Sheet music is used when practicing an instrument
stand,stand,0.734,stand_holder,A frame that holds something upright,music_practice,used_in,approved,unreviewed,0.25,0.97,0.75,,Stand is used when practicing an instrument
strap,strap,0.541,,,music_practice,used_in,approved,unreviewed,0.295,0.97,0.75,,Strap is used when practicing an instrument
tuner,tuner,0.416,,,music_practice,used_in,approved,unreviewed,0.331,0.97,0.75,,Tuner is used when practicing an instrument
case,case,0.793,case_box,A container made to hold and protect something,music_practice,used_in,hard_only,unreviewed,0.25,0.97,0.75,,Case is used when practicing an instrument
hood,hood,0.601,hood_lens,The shade fitted around a camera lens,photography_hobby,used_in,alternative,unreviewed,0.244,0.97,0.78,,Hood is used by a hobby photographer
lightbox,lightbox,0.306,,,photography_hobby,used_in,alternative,unreviewed,0.329,0.97,0.78,"[""obscure""]",Lightbox is used by a hobby photographer
backdrop,backdrop,0.511,,,photography_hobby,used_in,approved,unreviewed,0.27,0.97,0.78,,Backdrop is used by a hobby photographer
bag,bag,0.684,,,photography_hobby,used_in,approved,unreviewed,0.221,0.97,0.78,,Bag is used by a hobby photographer
battery,battery,0.646,,,photography_hobby,used_in,approved,unreviewed,0.231,0.97,0.78,,Battery is used by a hobby photographer
camera,camera,0.696,,,photography_hobby,used_in,approved,unreviewed,0.217,0.97,0.78,,Camera is used by a hobby photographer
filter,filter,0.611,,,photography_hobby,used_in,approved,unreviewed,0.241,0.97,0.78,,Filter is used by a hobby photographer
flash,flash,0.636,,,photography_hobby,used_in,approved,unreviewed,0.234,0.97,0.78,,Flash is used by a hobby photographer
lens,lens,0.596,,,photography_hobby,used_in,approved,unreviewed,0.246,0.97,0.78,,Lens is used by a hobby photographer
memory card,memory card,0.659,,,photography_hobby,used_in,approved,unreviewed,0.228,0.97,0.78,"[""multiword""]",Memory card is used by a hobby photographer
reflector,reflector,0.429,,,photography_hobby,used_in,approved,unreviewed,0.293,0.97,0.78,,Reflector is used by a hobby photographer
strap,strap,0.541,,,photography_hobby,used_in,approved,unreviewed,0.261,0.97,0.78,,Strap is used by a hobby photographer
tripod,tripod,0.454,,,photography_hobby,used_in,approved,unreviewed,0.286,0.97,0.78,,Tripod is used by a hobby photographer
remote,remote,0.63,remote_device,The handheld control for a television,photography_hobby,used_in,hard_only,unreviewed,0.236,0.97,0.78,,Remote is used by a hobby photographer
acrostic,acrostic,0.3,,,puzzle_types,is_a,alternative,unreviewed,0.324,0.97,0.8,"[""obscure""]",Acrostic is a kind of puzzle
brainteaser,brainteaser,0.219,,,puzzle_types,is_a,alternative,unreviewed,0.347,0.97,0.8,"[""obscure""]",Brainteaser is a kind of puzzle
cryptogram,cryptogram,0.24,,,puzzle_types,is_a,alternative,unreviewed,0.341,0.97,0.8,"[""obscure""]",Cryptogram is a kind of puzzle
rubiks cube,rubiks cube,0.23,,,puzzle_types,is_a,alternative,unreviewed,0.344,0.97,0.8,"[""multiword"", ""obscure""]",Rubiks cube is a kind of puzzle
tangram,tangram,0.217,,,puzzle_types,is_a,alternative,unreviewed,0.348,0.97,0.8,"[""obscure""]",Tangram is a kind of puzzle
anagram,anagram,0.381,,,puzzle_types,is_a,approved,unreviewed,0.301,0.97,0.8,,Anagram is a kind of puzzle
crossword,crossword,0.449,,,puzzle_types,is_a,approved,unreviewed,0.282,0.97,0.8,,Crossword is a kind of puzzle
jigsaw,jigsaw,0.45,,,puzzle_types,is_a,approved,unreviewed,0.281,0.97,0.8,,Jigsaw is a kind of puzzle
logic puzzle,logic puzzle,0.544,,,puzzle_types,is_a,approved,unreviewed,0.255,0.97,0.8,"[""multiword""]",Logic puzzle is a kind of puzzle
maze,maze,0.521,,,puzzle_types,is_a,approved,unreviewed,0.261,0.97,0.8,,Maze is a kind of puzzle
rebus,rebus,0.361,,,puzzle_types,is_a,approved,unreviewed,0.307,0.97,0.8,,Rebus is a kind of puzzle
riddle,riddle,0.491,,,puzzle_types,is_a,approved,unreviewed,0.27,0.97,0.8,,Riddle is a kind of puzzle
sudoku,sudoku,0.377,,,puzzle_types,is_a,approved,unreviewed,0.302,0.97,0.8,,Sudoku is a kind of puzzle
word search,word search,0.683,,,puzzle_types,is_a,approved,unreviewed,0.215,0.97,0.8,"[""multiword""]",Word search is a kind of puzzle
cutouts,cutouts,0.37,,,scrapbooking,used_in,approved,unreviewed,0.525,0.95,0.55,,cutouts is used making a scrapbook
keepsake,keepsake,0.376,,,scrapbooking,used_in,approved,unreviewed,0.525,0.95,0.55,,keepsake is used making a scrapbook
laminate,laminate,0.41,,,scrapbooking,used_in,approved,unreviewed,0.525,0.95,0.55,,laminate is used making a scrapbook
stickers,stickers,0.527,,,scrapbooking,used_in,approved,unreviewed,0.45,0.95,0.7,,stickers is used making a scrapbook
mouse,mouse,0.616,mouse_computer,The handheld pointer used with a computer,video_gaming,used_in,alternative,unreviewed,0.234,0.97,0.8,,Mouse is part of a video gaming setup
mousepad,mousepad,0.293,,,video_gaming,used_in,alternative,unreviewed,0.326,0.97,0.8,"[""obscure""]",Mousepad is part of a video gaming setup
cable,cable,0.649,,,video_gaming,used_in,approved,unreviewed,0.225,0.97,0.8,,Cable is part of a video gaming setup
cartridge,cartridge,0.51,,,video_gaming,used_in,approved,unreviewed,0.264,0.97,0.8,,Cartridge is part of a video gaming setup
chair,chair,0.67,,,video_gaming,used_in,approved,unreviewed,0.219,0.97,0.8,,Chair is part of a video gaming setup
console,console,0.583,,,video_gaming,used_in,approved,unreviewed,0.243,0.97,0.8,,Console is part of a video gaming setup
controller,controller,0.59,,,video_gaming,used_in,approved,unreviewed,0.241,0.97,0.8,,Controller is part of a video gaming setup
disc,disc,0.59,,,video_gaming,used_in,approved,unreviewed,0.241,0.97,0.8,,Disc is part of a video gaming setup
headset,headset,0.506,,,video_gaming,used_in,approved,unreviewed,0.265,0.97,0.8,,Headset is part of a video gaming setup
keyboard,keyboard,0.587,keyboard_computer,The set of keys used to type on a computer,video_gaming,used_in,approved,unreviewed,0.242,0.97,0.8,,Keyboard is part of a video gaming setup
memory card,memory card,0.659,,,video_gaming,used_in,approved,unreviewed,0.222,0.97,0.8,"[""multiword""]",Memory card is part of a video gaming setup
microphone,microphone,0.531,,,video_gaming,used_in,approved,unreviewed,0.258,0.97,0.8,,Microphone is part of a video gaming setup
monitor,monitor,0.624,monitor_screen,A screen that displays a computer picture,video_gaming,used_in,approved,unreviewed,0.232,0.97,0.8,,Monitor is part of a video gaming setup
webcam,webcam,0.499,,,video_gaming,used_in,approved,unreviewed,0.267,0.97,0.8,,Webcam is part of a video gaming setup
highchair,highchair,0.25,,,baby_things,used_in,alternative,unreviewed,0.308,0.97,0.82,"[""obscure""]",Highchair is used to care for a baby
monitor,monitor,0.624,monitor_medical,A device that tracks a patient vital signs,baby_things,used_in,alternative,unreviewed,0.201,0.97,0.5,,Monitor is used to care for a baby
playpen,playpen,0.336,,,baby_things,used_in,alternative,unreviewed,0.283,0.97,0.82,"[""obscure""]",Playpen is used to care for a baby
teether,teether,0.221,,,baby_things,used_in,alternative,unreviewed,0.316,0.97,0.82,"[""obscure""]",Teether is used to care for a baby
bib,bib,0.424,,,baby_things,used_in,approved,unreviewed,0.258,0.97,0.82,,Bib is used to care for a baby
blanket,blanket,0.581,,,baby_things,used_in,approved,unreviewed,0.213,0.97,0.82,,Blanket is used to care for a baby
bottle,bottle,0.653,,,baby_things,used_in,approved,unreviewed,0.192,0.97,0.82,,Bottle is used to care for a baby
car seat,car seat,0.676,,,baby_things,used_in,approved,unreviewed,0.186,0.97,0.82,"[""multiword""]",Car seat is used to care for a baby
cradle,cradle,0.5,,,baby_things,used_in,approved,unreviewed,0.236,0.97,0.82,,Cradle is used to care for a baby
crib,crib,0.497,,,baby_things,used_in,approved,unreviewed,0.237,0.97,0.82,,Crib is used to care for a baby
diaper,diaper,0.499,,,baby_things,used_in,approved,unreviewed,0.236,0.97,0.82,,Diaper is used to care for a baby
formula,formula,0.636,,,baby_things,used_in,approved,unreviewed,0.197,0.97,0.82,,Formula is used to care for a baby
onesie,onesie,0.384,,,baby_things,used_in,approved,unreviewed,0.269,0.97,0.82,,Onesie is used to care for a baby
pacifier,pacifier,0.377,,,baby_things,used_in,approved,unreviewed,0.271,0.97,0.82,,Pacifier is used to care for a baby
rattle,rattle,0.479,rattle_toy,A baby toy that makes noise when shaken,baby_things,used_in,approved,unreviewed,0.242,0.97,0.82,,Rattle is used to care for a baby
stroller,stroller,0.44,,,baby_things,used_in,approved,unreviewed,0.253,0.97,0.82,,Stroller is used to care for a baby
swing,swing,0.62,,,baby_things,used_in,approved,unreviewed,0.202,0.97,0.82,,Swing is used to care for a baby
wipes,wipes,0.486,,,baby_things,used_in,approved,unreviewed,0.24,0.97,0.82,,Wipes is used to care for a baby
cabinet,cabinet,0.641,cabinet_furniture,A cupboard with shelves and doors,bathroom_items,found_in,alternative,unreviewed,0.122,0.97,0.9,,Cabinet is normally found in a bathroom
bathtub,bathtub,0.493,,,bathroom_items,found_in,approved,unreviewed,0.164,0.97,0.9,,Bathtub is normally found in a bathroom
brush,brush,0.604,,,bathroom_items,found_in,approved,unreviewed,0.132,0.97,0.9,,Brush is normally found in a bathroom
comb,comb,0.503,,,bathroom_items,found_in,approved,unreviewed,0.161,0.97,0.9,,Comb is normally found in a bathroom
curtain,curtain,0.551,,,bathroom_items,found_in,approved,unreviewed,0.148,0.97,0.9,,Curtain is normally found in a bathroom
faucet,faucet,0.439,,,bathroom_items,found_in,approved,unreviewed,0.18,0.97,0.9,,Faucet is normally found in a bathroom
floss,floss,0.454,,,bathroom_items,found_in,approved,unreviewed,0.175,0.97,0.9,,Floss is normally found in a bathroom
hairdryer,hairdryer,0.347,,,bathroom_items,found_in,approved,unreviewed,0.206,0.97,0.9,"[""obscure""]",Hairdryer is normally found in a bathroom
lotion,lotion,0.493,,,bathroom_items,found_in,approved,unreviewed,0.164,0.97,0.9,,Lotion is normally found in a bathroom
mat,mat,0.549,,,bathroom_items,found_in,approved,unreviewed,0.148,0.97,0.9,,Mat is normally found in a bathroom
mirror,mirror,0.639,,,bathroom_items,found_in,approved,unreviewed,0.122,0.97,0.9,,Mirror is normally found in a bathroom
plunger,plunger,0.417,,,bathroom_items,found_in,approved,unreviewed,0.186,0.97,0.9,,Plunger is normally found in a bathroom
razor,razor,0.531,,,bathroom_items,found_in,approved,unreviewed,0.153,0.97,0.9,,Razor is normally found in a bathroom
robe,robe,0.503,,,bathroom_items,found_in,approved,unreviewed,0.161,0.97,0.9,,Robe is normally found in a bathroom
shampoo,shampoo,0.511,,,bathroom_items,found_in,approved,unreviewed,0.159,0.97,0.9,,Shampoo is normally found in a bathroom
